eRetailer,online_store,category,brand,is_competitor,product_description,url,sku_url,sku,sku_id,retailer_product_code,latest_review_date,image_url,total,total_comments,last_month_total,last_total_comments,note,prod_attributes1,prod_attributes2,prod_attributes3,prod_attributes4,prod_attributes5,status
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷七夕情侣男女成人学生党礼物礼盒1件装,https://detail.tmall.com/item.htm?id=775693823612,,颜色分类:卓效清新牙膏120g,,7.76E+11,12/14/2025,,7,1-100,2,1-100,note1,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile牙刷头缓震基础清洁款替换头适配P10全系成人电动刷,https://detail.tmall.com/item.htm?id=596497709445,,颜色分类:【限时6支优惠 基础】共清洁×6,5.95E+12,5.96E+11,11/16/2025,,1,1-100,1,1-100,note2,Power Brush,Px,Entry,P10,Adults,P10
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷智能自动成人情侣送男女朋友生日礼物盒P10,https://detail.tmall.com/item.htm?id=734319938968,,颜色分类:P1-月牙白【高效洁齿 超性价比】,6.12E+12,7.34E+11,12/15/2025,,2,1-100,1,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头官方原装成人儿童通用替换头Y30/P10/Y20,https://detail.tmall.com/item.htm?id=736912558224,,颜色分类:缓震呵护刷头-4支,6.11E+12,7.37E+11,12/10/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【儿童礼物】usmile笑容加儿童电动牙刷软毛3-6-12岁防蛀刷A10,https://detail.tmall.com/item.htm?id=737093398318,,颜色分类:A10-幻动蓝【今日送儿童牙膏】,6.12E+12,7.37E+11,11/11/2025,,2,1-100,2,1-100,Power Brush,Ax,Mid,A10,Kids,A10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【儿童礼物】usmile笑容加儿童电动牙刷软毛3-6-12岁防蛀刷A10,https://detail.tmall.com/item.htm?id=737093398318,,颜色分类:A10-灵柔粉【成本价到手4刷头】,6.12E+12,7.37E+11,12/16/2025,,3,1-100,3,1-100,Power Brush,Ax,Mid,A10,Kids,A10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,,颜色分类:P1经典版-精灵蓝【柔护净齿 入门之选】,5.95E+12,7.40E+11,12/5/2025,,3,1-100,2,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【樊振东代言】笑容加usmile成人电动牙刷情侣款礼物礼盒装Y20,https://detail.tmall.com/item.htm?id=742277016609,,颜色分类:Y20暮紫-【成本价升级4刷头】,5.92E+12,7.42E+11,12/18/2025,,1,1-100,1,1-100,Power Brush,Yx,Mid,Y20,Adults,Y20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头宝宝软毛防蛀通用替换头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=757033344348,,商品规格:MINI全效刷头-4支,6.11E+12,7.57E+11,12/9/2025,,3,1-100,2,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头宝宝软毛防蛀通用替换头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=757033344348,,商品规格:MINI全效2支+缓震清洁2支,6.11E+12,7.57E+11,11/2/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile牙刷头缓震基础清洁款替换头适配P10全系成人电动刷,https://detail.tmall.com/item.htm?id=596497709445,,颜色分类:【限时买6送2 基础】共清洁×6+清新×2,5.90E+12,5.96E+11,11/24/2025,,2,1-100,2,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,成人礼物18岁圣诞送男生成年礼生日礼物实用usmile笑容加电动牙刷,https://detail.tmall.com/item.htm?id=836736074231,,颜色分类:P1月牙白 精美礼品手拎袋[【代写贺卡】],,8.37E+11,11/22/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头成人替换缓震亮白8支装褪色刷丝软毛刷头,https://detail.tmall.com/item.htm?id=632196308891,https://item.jd.com/100242046776.html,颜色分类:【8支限时省￥157 透明类关节】共亮白×4+清洁×4,,6.32E+11,11/26/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头官方原装成人儿童通用替换头Y30/P10/Y20,https://detail.tmall.com/item.htm?id=736912558224,https://item.jd.com/100268628674.html,颜色分类:缓震亮白刷头-2支,5.80E+12,7.37E+11,12/18/2025,,2,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头官方原装成人儿童通用替换头Y30/P10/Y20,https://detail.tmall.com/item.htm?id=736912558224,https://item.jd.com/100270996096.html,颜色分类:儿童全效刷头-4支,5.80E+12,7.37E+11,12/7/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,https://item.jd.com/100271677502.html,颜色分类:【CP组合】P10派对粉+鸢尾蓝,5.95E+12,7.40E+11,11/28/2025,,2,1-100,2,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【樊振东代言】笑容加usmile电动牙刷成人情侣礼盒套装P10/P10pro,https://detail.tmall.com/item.htm?id=829351030775,https://item.jd.com/100204901643.html,颜色分类:P10PRO冰河白【四区小圆屏 漏刷有提醒】,5.84E+12,8.29E+11,12/9/2025,,2,1-100,1,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【樊振东代言】笑容加usmile电动牙刷成人情侣礼盒套装P10/P10pro,https://detail.tmall.com/item.htm?id=829351030775,https://item.jd.com/100219024597.html,颜色分类:P10鸢尾蓝【一键扫刷】,6.12E+12,8.29E+11,12/15/2025,,2,1-100,2,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,https://item.jd.com/100219024629.html,颜色分类:P1经典版-月牙白【柔护净齿 入门之选】,5.95E+12,7.40E+11,11/24/2025,,1,1-100,1,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头宝宝软毛防蛀通用替换头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=757033344348,https://item.jd.com/100278154622.html,商品规格:MINI清洁刷头-4支,6.11E+12,7.57E+11,11/19/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,https://item.jd.com/100292517784.html,颜色分类:P10昆仑白【一键扫刷 零门槛上手】,5.95E+12,7.40E+11,12/6/2025,,15,1-100,4,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,圣诞礼物送男生朋友老公高级感实用男士生日礼品笑容加电动牙刷,https://detail.tmall.com/item.htm?id=766676039831,https://item.jd.com/100291504582.html,颜色分类:Y20瓷青 时尚黑色礼盒[【代写贺卡】],,7.67E+11,11/18/2025,,51,1-100,2,1-100,Power Brush,Yx,Mid,Y20,Adults,Y20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,新婚礼物送新娘电动牙刷一对情侣结婚订婚送新人闺蜜套装实用礼品,https://detail.tmall.com/item.htm?id=770900842573,https://haohuo.jinritemai.com/views/product/detail?id=3787325154879733920,颜色分类:喜结良缘祝福礼盒（P1月牙白+星空蓝）[【代写贺卡 刻字定制】],,7.71E+11,12/14/2025,,280,101-500,30,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷生日送男生男友老公圣诞节礼物实用高级感,https://detail.tmall.com/item.htm?id=816780610295,https://item.jd.com/100220217357.html,颜色分类:P10鸢尾蓝 圣诞专属礼盒[【代写贺卡】],,8.17E+11,12/1/2025,,79,1-100,2,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,USMILE笑容加便携式冲牙器C10S / C20百亿补贴,https://detail.tmall.com/item.htm?id=826454447460,https://haohuo.jinritemai.com/views/product/detail?id=3777846080411140201,规格:C20镜湖蓝,5.63E+12,8.26E+11,12/14/2025,,41,1-100,8,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加USMILE成人电动牙刷 P10声波振动180天长续航,https://detail.tmall.com/item.htm?id=619259911321,https://haohuo.jinritemai.com/views/product/detail?id=3780888633146474794,颜色分类:【缓震专利】P10昆仑白,,6.19E+11,11/7/2025,,2419,1001-5000,1,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,百亿补贴usmile儿童声波电动牙刷声波全自动软毛充电Q4/Q10/Q20,https://detail.tmall.com/item.htm?id=826841101722,https://haohuo.jinritemai.com/views/product/detail?id=3780889685539291565,规格:Q10儿童电动牙刷 太空粉,5.55E+12,8.27E+11,12/18/2025,,31,1-100,7,1-100,Power Brush,Px,Mid,Q20,Kids,Q20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,百亿补贴usmile儿童声波电动牙刷声波全自动软毛充电Q4/Q10/Q20,https://detail.tmall.com/item.htm?id=826841101722,https://haohuo.jinritemai.com/views/product/detail?id=3701853787577778363,规格:Q10儿童电动牙刷 宇宙蓝,5.55E+12,8.27E+11,12/17/2025,,38,1-100,12,1-100,Power Brush,Px,Mid,Q20,Kids,Q20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,https://haohuo.jinritemai.com/views/product/detail?id=3615372875286114210,颜色分类:P10鸢尾蓝【一键扫刷 零门槛上手】,5.95E+12,7.40E+11,12/5/2025,,19,1-100,5,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷挂架置物收纳挂钩 免打孔牢固,https://detail.tmall.com/item.htm?id=776263379387,https://haohuo.jinritemai.com/views/product/detail?id=3693311007238783102,,,7.76E+11,12/20/2025,,16,1-100,2,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头官方通用替换软毛刷头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=753879068434,https://haohuo.jinritemai.com/views/product/detail?id=3678272673407959420,,5.80E+12,7.54E+11,12/19/2025,,12,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头官方通用替换软毛刷头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=753879068434,https://haohuo.jinritemai.com/views/product/detail?id=3685639749206409342,,5.80E+12,7.54E+11,12/20/2025,,5,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile儿童电动牙刷头官方通用替换软毛刷头Q20/Q10/A10,https://detail.tmall.com/item.htm?id=753879068434,https://haohuo.jinritemai.com/views/product/detail?id=3638177165742321269,,5.80E+12,7.54E+11,12/20/2025,,5,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,USMILE笑容加便携式冲牙器C10S / C20百亿补贴,https://detail.tmall.com/item.htm?id=826454447460,https://haohuo.jinritemai.com/views/product/detail?id=3694794164890894700,,6.02E+12,8.26E+11,12/20/2025,,15,1-100,6,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile牙刷头缓震基础清洁款替换头适配P10全系成人电动刷,https://detail.tmall.com/item.htm?id=596497709445,https://haohuo.jinritemai.com/views/product/detail?id=3697890928485335154,,6.06E+12,5.96E+11,12/19/2025,,23,1-100,2,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,USMILE儿童声波电动牙刷 A10灵柔粉防蛀牙软毛自动充电,https://detail.tmall.com/item.htm?id=789837300471,https://haohuo.jinritemai.com/views/product/detail?id=3734859034885489490,,5.95E+12,7.90E+11,12/17/2025,,2,1-100,1,1-100,Power Brush,Ax,Mid,A10,Kids,A10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷智能自动成人男女情侣款生日送礼物盒P10PRO,https://detail.tmall.com/item.htm?id=739790696400,https://haohuo.jinritemai.com/views/product/detail?id=3735385221940510772,,5.84E+12,7.40E+11,12/2/2025,,4,1-100,3,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile牙刷头缓震基础清洁款替换头适配P10全系成人电动刷,https://detail.tmall.com/item.htm?id=596497709445,https://haohuo.jinritemai.com/views/product/detail?id=3743947175055458491,,6.06E+12,5.96E+11,12/19/2025,,14,1-100,3,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,百亿补贴usmile儿童声波电动牙刷声波全自动软毛充电Q4/Q10/Q20,https://detail.tmall.com/item.htm?id=826841101722,https://haohuo.jinritemai.com/views/product/detail?id=3685480534735192347,,5.72E+12,8.27E+11,11/28/2025,,5,1-100,2,1-100,Power Brush,Px,Mid,Q20,Kids,Q20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile牙刷头缓震基础清洁款替换头适配P10全系成人电动刷,https://detail.tmall.com/item.htm?id=596497709445,https://haohuo.jinritemai.com/views/product/detail?id=3748543734871097746,,5.90E+12,5.96E+11,11/19/2025,,3,1-100,2,1-100,Power Brush,Px,Entry,P10,Adults,P10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头官方原装成人儿童通用替换头Y30/P10/Y20,https://detail.tmall.com/item.htm?id=736912558224,https://haohuo.jinritemai.com/views/product/detail?id=3770284223617958306,,5.80E+12,7.37E+11,12/20/2025,,3,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加儿童专用电动牙刷3到6岁12岁智能语音提醒微笑家Q20,https://detail.tmall.com/item.htm?id=737219703989,https://haohuo.jinritemai.com/views/product/detail?id=3771917097211396917,,5.92E+12,7.37E+11,12/1/2025,,5,1-100,4,1-100,Power Brush,Px,Mid,Q20,Kids,Q20,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,usmile笑容加儿童专用电动牙刷3到6岁12岁智能语音提醒微笑家Q20,https://detail.tmall.com/item.htm?id=737219703989,https://haohuo.jinritemai.com/views/product/detail?id=3690719413318844555,,5.95E+12,7.37E+11,12/20/2025,,7,1-100,4,1-100,Power Brush,Ax,Mid,A10,Kids,A10,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,【樊振东代言】笑容加usmile电动牙刷成人情侣礼盒套装P10/P10pro,https://detail.tmall.com/item.htm?id=829351030775,https://haohuo.jinritemai.com/views/product/detail?id=3692723573891399717,,6.12E+12,8.29E+11,11/28/2025,,2,1-100,1,1-100,Power Brush,Px,Entry,P10 PRO,Adults,P10PRO,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头缓震款替换通用成人褪色软毛官方原装适配,https://detail.tmall.com/item.htm?id=740153838626,https://haohuo.jinritemai.com/views/product/detail?id=3765273671879491734,,5.94E+12,7.40E+11,11/12/2025,,1,1-100,1,1-100,,,,,,,
Tmall,Tmall_Others,POWER BRUSH,Usmile,1,笑容加usmile电动牙刷头缓震款替换通用成人褪色软毛官方原装适配,https://detail.tmall.com/item.htm?id=740153838626,https://haohuo.jinritemai.com/views/product/detail?id=3752904616954691877,,6.11E+12,7.40E+11,12/20/2025,,1,1-100,1,1-100,,,,,,,
